SizeRank_x,State,City,Metro,CountyName,1/31/2012 0:00,2/29/2012 0:00,3/31/2012 0:00,4/30/2012 0:00,5/31/2012 0:00,6/30/2012 0:00,7/31/2012 0:00,8/31/2012 0:00,9/30/2012 0:00,10/31/2012 0:00,11/30/2012 0:00,12/31/2012 0:00,1/31/2013 0:00,2/28/2013 0:00,3/31/2013 0:00,4/30/2013 0:00,5/31/2013 0:00,6/30/2013 0:00,7/31/2013 0:00,8/31/2013 0:00,9/30/2013 0:00,10/31/2013 0:00,11/30/2013 0:00,12/31/2013 0:00,1/31/2014 0:00,2/28/2014 0:00,3/31/2014 0:00,4/30/2014 0:00,5/31/2014 0:00,6/30/2014 0:00,7/31/2014 0:00,8/31/2014 0:00,9/30/2014 0:00,10/31/2014 0:00,11/30/2014 0:00,12/31/2014 0:00,1/31/2015 0:00,2/28/2015 0:00,3/31/2015 0:00,4/30/2015 0:00,5/31/2015 0:00,6/30/2015 0:00,7/31/2015 0:00,8/31/2015 0:00,9/30/2015 0:00,10/31/2015 0:00,11/30/2015 0:00,12/31/2015 0:00,1/31/2016 0:00,2/29/2016 0:00,3/31/2016 0:00,4/30/2016 0:00,5/31/2016 0:00,6/30/2016 0:00,7/31/2016 0:00,8/31/2016 0:00,9/30/2016 0:00,10/31/2016 0:00,11/30/2016 0:00,12/31/2016 0:00,1/31/2017 0:00,2/28/2017 0:00,3/31/2017 0:00,4/30/2017 0:00,5/31/2017 0:00,6/30/2017 0:00,7/31/2017 0:00,8/31/2017 0:00,9/30/2017 0:00,10/31/2017 0:00,11/30/2017 0:00,12/31/2017 0:00,1/31/2018 0:00,2/28/2018 0:00,3/31/2018 0:00,4/30/2018 0:00,5/31/2018 0:00,6/30/2018 0:00,7/31/2018 0:00,8/31/2018 0:00,9/30/2018 0:00,10/31/2018 0:00,11/30/2018 0:00,12/31/2018 0:00,1/31/2019 0:00,2/28/2019 0:00,3/31/2019 0:00,4/30/2019 0:00,5/31/2019 0:00,6/30/2019 0:00,7/31/2019 0:00,8/31/2019 0:00,9/30/2019 0:00,10/31/2019 0:00,11/30/2019 0:00,12/31/2019 0:00,1/31/2020 0:00,2/29/2020 0:00,3/31/2020 0:00,4/30/2020 0:00,5/31/2020 0:00,6/30/2020 0:00,7/31/2020 0:00,8/31/2020 0:00,9/30/2020 0:00,10/31/2020 0:00,11/30/2020 0:00,12/31/2020 0:00,1/31/2021 0:00,2/28/2021 0:00,3/31/2021 0:00,4/30/2021 0:00,5/31/2021 0:00,6/30/2021 0:00,7/31/2021 0:00,8/31/2021 0:00,9/30/2021 0:00,10/31/2021 0:00,11/30/2021 0:00,12/31/2021 0:00,1/31/2022 0:00,2/28/2022 0:00,3/31/2022 0:00,4/30/2022 0:00,5/31/2022 0:00,6/30/2022 0:00,7/31/2022 0:00,8/31/2022 0:00,9/30/2022 0:00,10/31/2022 0:00,11/30/2022 0:00,12/31/2022 0:00,1/31/2023 0:00,2/28/2023 0:00,3/31/2023 0:00,4/30/2023 0:00,5/31/2023 0:00,6/30/2023 0:00,7/31/2023 0:00,8/31/2023 0:00,9/30/2023 0:00,Complaint Score,Gentrification Score,Population,Population Density,median_income,median_property_prices,Predicted_Values
3936,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1176377.782,1171887.303,1168822.222,1168644.791,1172343.287,1170849.144,1170394.529,1176972.809,1191444.696,1199740.057,1206238.475,1212076.601,1230204.854,1241631.776,1250975.604,1251367.666,1250514.977,1248962.924,1255912.928,1273933.7,1306061.754,1348128.865,1386837.268,1416842.557,1438637.838,1457012.888,1468588.153,1473322.055,1481053.762,1490588.109,1501245.358,1510074.852,1529159.724,1558203.113,1593648.205,1626996.067,1650245.104,1657579.024,1650251.042,1633668.877,1623340.247,1621156.619,1627428.27,1638825.337,1653525.575,1673097.688,1691062.118,1705174.776,1709104.94,1704881.568,1700733.309,1701472.621,1702352.299,1698477.984,1693747.552,1688815.564,1681523.816,1671306.027,1665749.909,1674833.133,1684731.991,1697019.341,1694887.431,1697188.36,1684730.746,1681979.983,1677347.76,1683860.265,1672787.668,1652487.393,1620445.935,1602910.511,1601382.069,1605824.82,1611689.228,1618154.637,1634419.595,1652408.62,1667424.927,1672473.725,1675782.703,1671179.745,1661405.913,1643022.195,1613057.569,1598762.918,1587202.841,1584520.716,1581748.3,1585063.204,1600141.937,1612290.721,1608704.741,1597839.687,1594105.044,1594520.897,1600949.736,1593108.752,1590305.622,1581685.97,1589600.428,1587237.784,1582647.867,1567506.577,1571228.866,1580211.588,1584181.848,1584408.985,1584863.268,1599947.359,1622591.938,1641686.219,1657576.776,1668731.727,1682141.283,1689358.992,1687286.609,1689228.04,1698828.059,1711808.381,1721811.696,1733195.279,1761904.566,1785004.043,1809556.658,1820416.554,1819722.946,1798563.595,1762804.566,1738047.76,1713030.95,1679953.049,1639412.806,1599132.628,1565643.224,1534585.94,1513346.593,1501341.056,1496278.338,1489337.383,1479892.971,62.63011522,5,31761,82215.9,148441,1717421.323,1478559.025
3951,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,3060670.295,3059768.201,3067290.595,3074210.914,3069719.706,3058486.186,3050738.352,3054960.502,3071663.042,3073465.17,3074006.345,3067203.362,3091661.269,3119618.708,3166803.364,3193335.208,3219435.239,3227557.918,3254164.403,3297009.161,3373214.774,3470007.913,3543997.938,3602753.672,3652297.222,3719166.202,3777783.862,3815079.736,3829792.773,3817503.18,3806735.801,3810354.904,3857337.808,3919967.335,3996913.292,4052460.063,4101346.69,4145896.624,4179576.541,4203427.304,4213020.14,4235022.524,4249546.56,4268104.532,4294647.205,4341832.663,4383396.404,4407166.775,4413600.999,4437415.431,4481422.567,4531859.624,4559575.587,4558030.796,4539996.808,4523445.075,4507882.238,4501264.129,4497214.137,4512252.047,4510157.8,4498375.764,4473139.631,4478311.077,4458836.537,4445098.509,4393903.809,4343860.865,4243011.868,4126988.85,4022363.89,3947850.17,3906153.13,3883883.869,3865204.215,3840371.43,3817820.78,3813366.708,3811328.836,3806970.298,3806194.807,3816099.803,3820800.466,3806687.942,3780261.153,3752268.542,3720813.586,3689268.662,3677430.17,3690504.296,3736574.486,3769140.528,3787593.435,3782443.172,3782583.613,3773876.148,3757314.261,3709616.663,3656116.278,3609608.399,3586289.442,3560006.992,3510129.477,3446703.362,3394873.11,3354724.417,3318981.081,3284469.695,3255086.9,3242874.151,3249080.932,3259896.097,3276416.296,3293929.294,3328757.626,3373687.298,3422064.993,3477407.883,3529410.21,3570424.52,3601111.101,3636351.862,3695042.379,3730524.005,3757314.389,3753294.513,3729497.454,3691112.188,3639547.835,3633922.923,3634204.55,3642229.203,3603483.724,3529829.459,3444154.823,3391797.6,3373243.943,3385221.256,3394723.014,3406247.289,3392660.261,62.96478873,9,26937,48772.7,113191,3634063.736,3402871.94
4044,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,436503.9358,434760.6261,433023.2577,431765.8819,432460.8122,437228.7704,444721.5478,449743.105,450959.1355,449980.3122,451394.0174,453612.3956,457726.8477,463093.1711,466522.2442,467613.6572,466991.0229,470972.7408,476052.2264,479132.8986,480471.6057,482286.3996,487985.9566,491899.8732,496409.2443,499452.9358,502806.1636,503903.4894,506169.5011,510305.3076,515704.8389,519022.5629,521799.5783,526925.3311,534818.9099,543306.9646,551247.7885,555617.8316,559040.0059,559877.5384,561044.1408,561620.9333,564300.9071,569643.6403,579095.7844,589092.7711,599059.5965,608025.5879,613987.2331,618362.9442,620396.1235,623712.7166,627075.5624,632297.7734,636503.5085,642000.4616,645207.5535,647965.3361,651585.5708,657494.1992,665305.7484,674051.4873,681942.5123,689526.3307,693877.1861,696745.9873,699245.8338,701040.2781,700937.7351,701844.1111,705814.6613,713097.9581,720300.5089,726870.6639,732865.9658,737025.5673,740920.8726,744048.4239,746608.3597,748185.8397,751356.2948,755165.3785,756312.2256,753189.0933,749758.3305,748205.4174,749946.5275,752515.4307,754193.7323,752520.9074,751893.4534,753160.8069,756505.5775,756321.0519,753061.8512,749943.9018,747266.6168,743387.5696,734169.94,722838.2199,713465.2894,705060.2825,697817.331,688659.6626,682156.6095,677540.8342,675199.6318,673661.2483,671876.3369,670845.528,671663.0345,671599.4897,673069.6584,674051.5992,676186.7012,675880.6918,673318.7768,673195.2905,676427.6852,681293.7094,682613.2398,679685.6748,674630.1518,669559.08,665133.5176,663075.7108,659217.8268,653269.4968,644259.3926,637831.9099,634705.5457,634565.7663,632857.7219,627415.5188,619341.6282,615950.6177,619019.9238,623822.5264,624792.627,621487.7988,619510.2308,63.29502638,6,35027,43215,71382,636268.7278,616861.2882
4062,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1109655.38,1108720.519,1108373.373,1107611.231,1106226.115,1102690.103,1102875.439,1104578.891,1107617.075,1108508.033,1111925.033,1113381.825,1117570.701,1118908.457,1123066.409,1121419.747,1117722.479,1112163.813,1113418.839,1121664.834,1138435.322,1164311.891,1190716.116,1214987.945,1234685.185,1253618.203,1270053.72,1281071.203,1291936.198,1300817.825,1306200.869,1308847.759,1319673.877,1345886.409,1378335.961,1405828.755,1414047.629,1408565.131,1392604.185,1374324.377,1360611.579,1352637.175,1353023.988,1357017.769,1360569.649,1368056.778,1377674.035,1391099.71,1400326.97,1407866.018,1417136.509,1426650.281,1432541.708,1432400.907,1426636.319,1416652.825,1404732.83,1397487.516,1397002.287,1404462.168,1412008.112,1423491.057,1428124.353,1435464.499,1425355.976,1415068.178,1403655.327,1409270.199,1406704.041,1401780.776,1384219.134,1380377.105,1386288.39,1395479.185,1405768.314,1418141.195,1438309.454,1458081.05,1472512.623,1481330.131,1497317.317,1505799.949,1504774.387,1484853.246,1446787.904,1408452.672,1366407.09,1340223.573,1327751.467,1322614.929,1321722.086,1315894.929,1303938.092,1286555.293,1281079.099,1279679.813,1285311.058,1278342.082,1272213.105,1261216.873,1260252.611,1256520.396,1247332.265,1228043.288,1219423.152,1221227.106,1226229.29,1233293.779,1240677.013,1255177.679,1267154.274,1269238.051,1269401.619,1272079.464,1288564.787,1302118.303,1307127.862,1308579.049,1311850.609,1316960.649,1318264.07,1325115.472,1354732.486,1384317.331,1409351.653,1417719.083,1413175.686,1391306.891,1353941.089,1320505.744,1286291.758,1237677.391,1181699.242,1129922.308,1098510.584,1082481.518,1074398.627,1067913.827,1064168.017,1064354.101,1068723.052,62.84027346,5,24377,132095.7,138640,1302277.914,1063284.776
4135,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County,207628.7046,206928.7094,205916.0541,205481.5946,205911.9839,206327.9833,206010.4799,204777.1734,204078.4479,203971.4042,204730.0313,205053.8404,205330.3603,205229.5498,205109.6709,205031.5326,205787.6712,206938.8843,208212.5328,208629.1693,209639.8205,210356.5485,210753.7953,209494.3541,208856.4293,209245.0646,211077.2229,212951.354,214644.1687,214704.705,213820.0499,212906.8398,213738.5734,214672.9152,215035.8221,213938.2253,212969.5414,212754.5601,213590.6532,215130.6428,216580.5726,217747.1703,218611.5928,219895.1868,222374.4345,225275.5889,227573.6414,229070.3558,230349.7859,232359.851,234478.3633,236714.2397,238803.1983,241026.8515,243129.8757,245205.7097,247498.8074,250302.2815,252678.8019,254766.3373,256406.6112,258747.753,261317.447,264242.8332,267007.3052,270093.2733,273886.5946,278298.1416,282486.1339,285935.5299,288488.7754,290655.7514,292893.2451,295868.1996,299430.3322,302713.0633,305533.5438,308184.6146,311082.131,313203.0989,314415.7325,314776.7223,314836.9916,314975.8155,316403.2285,319257.1965,322836.2676,326099.3249,328583.1868,331010.5446,332689.5716,334496.6244,335425.5767,336570.0174,337697.9731,338708.6246,338930.957,338133.7265,337401.1237,337223.2501,337672.0011,337378.7166,336533.938,334999.7082,333597.9337,332739.4101,333665.4833,335118.3988,335998.6588,335727.5803,336110.6372,337127.1932,339490.7945,341765.9075,344908.6392,347634.3953,350717.7264,353702.328,356433.909,359153.1189,361025.8096,362748.9458,364278.2326,366539.2919,368763.9889,371465.8855,373954.1944,374990.143,374570.1276,373895.7659,374415.3349,375498.4658,374779.009,372995.6279,371065.1669,371737.0221,374493.8825,378621.5544,382194.5611,384439.4365,385546.1817,64.81829318,5,24348,7691.5,67215,373924.9802,386404.1497
4279,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,809388.1841,809505.3789,809540.8785,811115.8381,812844.2118,817550.1063,823149.3451,829911.8767,835449.7784,839168.6684,842679.6106,845289.9757,848628.4561,852655.5641,858888.7708,864576.3159,867124.3963,871382.6808,877766.6064,887209.9646,897631.986,910838.1326,922966.5692,932093.8474,942232.6986,957016.4174,971143.3377,982223.5465,988840.9199,995283.5402,1000176.375,1005900.291,1012584.911,1022731.02,1031256.806,1042321.315,1051437.085,1060829.756,1065221.467,1066138.406,1065816.792,1067984.259,1072295.251,1077922.36,1080855.78,1086410.427,1090708.551,1096545.935,1099878.606,1103613.04,1107376.787,1110681.175,1111411.21,1112227.693,1111560.122,1111004.653,1104320.802,1097939.294,1095179.436,1100098.768,1104503.213,1109304.879,1112344.087,1119329.68,1121838.512,1125917.553,1124186.846,1127087.452,1122326.819,1117245.552,1106942.218,1098301.429,1091828.375,1087951.22,1087380.022,1085409.547,1086340.38,1084760.436,1083307.241,1076608.046,1070068.665,1062798.028,1058783.838,1055045.21,1051029.158,1043694.464,1037017.484,1029245.364,1025408.514,1020514.808,1022603.253,1020774.614,1020982.794,1016443.271,1015812.018,1014477.154,1013038.027,1005844.392,996766.3267,989362.8581,984016.3972,977304.5079,965292.3806,953318.1923,942683.7919,935342.755,930021.0432,928159.3479,927050.4677,924720.2354,922626.8253,921815.419,928510.9513,938242.259,947759.1075,951498.4223,950560.985,952496.8702,959544.4819,968009.2543,973763.7147,979741.5304,991576.9445,1005247.409,1015051.15,1019559.598,1020449.983,1020652.351,1016501.6,1014359.759,1011507.007,1010874.649,1006208.817,999246.5573,989356.1219,983504.6776,980778.841,982367.7922,981145.1325,979135.2818,976682.8734,64.28912352,8,24127,54427.5,95301,1002246.983,975083.2036
4444,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1228883.061,1228148.226,1229967.211,1236803.035,1248917.148,1267432.84,1288743.669,1311779.988,1324052.318,1338142.723,1348780.122,1352392.15,1349318.782,1344768.39,1355818.843,1369307.976,1383990.541,1398975.416,1418313.374,1441108.755,1465930.893,1509230.599,1552375.336,1584719.266,1597094.816,1604967.409,1618209.539,1629833.597,1642338.57,1655334.2,1669422.433,1685006.231,1694805.131,1715956.605,1741474.152,1763834.451,1772447.568,1770347.062,1776121.491,1782401.395,1799813.891,1824648.086,1854566.203,1879002.596,1893327.596,1909966.255,1925350.156,1932121.044,1924981.401,1918468.636,1923932.241,1929882.897,1933000.335,1937287.86,1944410.834,1951284.559,1944147.779,1938657.605,1936208.197,1943076.901,1941502.604,1950252.834,1948233.21,1955540,1945937.685,1968105.908,1988180.295,2021319.605,2016634.475,2018217.58,2002566.711,2012477.65,2006455.715,2017292.941,2025607.71,2052589.975,2063932.624,2049204.687,2023467.308,2000315.531,2013207.854,2022388.858,2033239.831,2029270.167,2025703.149,2031145.494,2028372.679,2027392.454,2022514.103,2024553.494,2021820.004,2027478.792,2029646.751,2014444.578,1992271.429,1973070.932,1975410.162,1950946.823,1909916.577,1876566.941,1883169.258,1893390.08,1912190.39,1919664.911,1948029.679,1965994.451,1971047.008,1957718.694,1950606.634,1946611.34,1975270.702,1972532.451,1964020.868,1919045.048,1886002.059,1854074.129,1832533.102,1819278.09,1823788.852,1830770.286,1846113.189,1860933.292,1891491.99,1915777.079,1937890.134,1955646.816,1963245.679,1953670.836,1914866.625,1885007.125,1863247.55,1847383.937,1822921.257,1786973.602,1760374.107,1739783.092,1731221.726,1729861.087,1726181.512,1720054.661,1709126.292,62.38592965,9,22767,36638.7,92840,1854158.615,1708674.72
4674,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,319851.8109,319201.5478,318074.0661,316790.9248,316532.2322,320732.7664,325805.5904,330197.0564,331911.7844,331618.8136,331525.4773,330201.2003,330411.846,333111.8127,336261.5465,340481.7812,341711.3479,346098.8035,348646.6512,349627.0291,349485.1801,349328.1051,351326.9133,350491.4061,349672.4966,350860.7212,354512.5859,359858.0899,364321.7819,368892.7287,372328.1796,373564.4463,375064.3132,379082.5235,384644.4278,386365.6226,383192.2453,378899.5001,376970.6051,376678.1349,378935.8487,382323.465,386676.4503,390054.0756,394974.3213,401061.9525,407874.848,412139.4187,413614.3203,413049.7761,412391.6025,412965.6836,414188.3241,419012.3139,423101.5609,426747.156,427507.8212,427806.5675,427375.0271,427660.7624,428395.4076,434119.2122,439688.9485,447305.214,450090.3577,451966.0821,452755.234,455533.1738,458149.5171,460702.2672,462104.15,462967.8867,464382.9434,465672.4965,468044.0888,469575.2706,470728.0673,470448.0243,472702.0315,476778.1337,484593.7292,489884.1682,490911.8449,488083.2244,484730.5501,484646.774,485298.9085,484643.5028,481051.1851,477074.3923,473809.2247,471401.8339,468969.9112,467689.0736,469839.0934,472998.2465,476161.4291,475209.2453,470680.9561,465306.2799,462518.6945,463929.8476,464919.2706,465301.3125,466172.7474,469252.3774,470719.3899,471864.9877,471183.497,474944.8311,481218.085,487510.3876,491392.4749,490656.2061,491211.0539,491376.5939,490251.7002,487988.3272,484782.7757,481738.5835,479722.5357,481917.7084,488938.3058,494380.8726,495333.0979,494545.1733,492395.6746,487446.775,480290.9522,475226.9197,471608.7188,465092.1689,461077.559,459595.2107,463000.2176,459865.8021,452390.2535,438655.7959,427511.3667,420608.9838,417322.2071,59.31587057,5,26555,68090,67751,473417.8193,416883.5422
4692,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,401444.8384,403583.1148,405955.354,405511.9772,406963.8553,409620.1565,413985.3722,415649.2112,415185.7123,414061.8903,414051.4042,414686.6801,416281.2422,418186.295,419542.6212,418820.6892,418139.7493,420562.4992,425027.8982,427807.3666,429737.6197,432406.0866,437376.2054,440591.9592,444032.5079,446702.0249,450958.4805,453623.2974,456867.269,458996.6991,461796.6553,462831.4654,463438.8222,463873.1281,466355.7765,469172.802,472035.5521,473254.5626,475120.5083,475733.1298,476982.6042,479072.1631,483462.5229,489607.4692,495413.4436,501025.3089,505365.6194,509851.7018,512967.064,515731.8824,518284.3952,520841.5739,523475.0125,525868.1642,528153.5587,530616.6691,532835.8953,535422.5397,538992.0478,545711.4612,553192.9235,560830.739,567014.7638,572336.6926,576187.561,577602.2137,578849.9124,581236.3149,583266.8281,584117.5084,582822.1467,581067.5476,580065.828,582559.7512,587462.0968,594361.6854,600090.4115,605746.2336,611303.9952,616559.2651,620391.2849,622398.6554,622983.1819,622475.7583,622154.408,621759.934,623643.7404,624883.1764,625230.2119,623352.9443,620595.1356,617995.1375,614694.1666,612398.814,610599.5071,609798.6937,608681.5354,607516.9072,607039.1547,607087.1689,608486.6308,610802.9188,613589.5237,614115.366,611245.6935,606177.7755,602762.4908,601430.3423,601852.4791,601812.7956,601762.7192,601284.4198,603052.5306,604994.4213,609039.3009,612890.8143,619804.5614,628151.3512,637385.6303,644019.1966,647406.2182,647828.7784,648435.9741,649876.9338,652231.5992,656562.1414,660327.9516,661609.9007,658674.7931,655511.2567,654979.1012,656549.6813,657382.993,652964.1098,644841.5738,637837.5672,636042.8732,639673.6266,645212.455,649947.2128,653720.2232,66.99531738,5,23800,15145.9,61859,651089.406,652876.965
4721,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,219247.0781,220618.4135,223367.3448,225971.4076,230198.6376,232490.7407,234916.9789,234729.3508,235302.5609,235823.8646,233989.4315,228328.1505,223077.3026,222374.4112,227197.9973,231324.9938,235723.4086,238598.8087,242794.239,244072.9891,246065.8918,247220.5541,245604.5344,239567.1031,234629.77,235619.4909,242563.6421,249118.1827,255874.3042,259258.1088,262994.6604,265202.4384,269803.7964,274536.2582,276000.8637,273726.9546,271289.7939,273667.9335,279837.3662,285124.6357,290200.917,292708.7888,295843.2561,297309.2807,301988.595,307772.8431,311320.0127,312246.7738,313912.2629,320648.5176,330876.7973,339007.922,345438.155,349306.7486,351813.3966,351683.5152,351454.5872,351762.6452,352185.5451,350103.3143,348068.8646,347095.6723,349953.8623,354394.6719,361110.9461,366091.2657,367707.9126,368006.4724,367881.1914,371909.0533,376145.2309,382904.6793,389725.1153,400868.3673,412279.5744,426936.3113,439190.8876,449312.1605,452837.454,453786.025,456100.2298,459195.7102,461029.4612,459300.5481,452592.3374,443475.0288,432212.6433,425219.2073,420357.6627,425446.1328,439563.2627,458445.3043,471294.6511,472214.7442,472167.3781,476423.3658,478051.5942,468601.6594,450248.3011,437031.7417,433930.9412,434842.2315,432851.4514,427400.3641,425600.2773,429544.0372,434299.225,436632.3821,442468.1407,450914.3843,464175.7223,470580.2387,482620.9833,492103.7826,506785.2234,519193.292,531499.0452,548624.7374,563667.4228,570345.7766,575187.2054,591704.6274,629228.6892,665089.5078,684086.7587,696327.8038,707985.8026,721102.7138,724200.8576,724240.1001,721089.1193,711203.9068,693192.1982,672698.484,657331.3449,647998.2711,644018.4273,643279.5919,643029.7781,639953.257,635584.9216,54.35863874,5,25952,56042.6,42278,668893.9959,635916.7599
4937,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,149488.8619,149112.6442,149204.7973,148345.0945,147780.838,146956.898,148026.7441,149582.1612,151615.8553,153127.958,154711.7208,156299.605,158976.1514,162245.1963,163960.1764,163361.1317,161658.5951,161394.2032,162797.8324,165261.0586,169217.5978,172180.2185,174415.9569,173960.3185,174260.3808,173794.7578,174877.3863,175373.6747,176773.8172,177808.7367,178440.2765,178959.6573,179471.1691,180408.6432,181373.1438,181281.763,180431.5015,179364.4776,180701.4252,183409.7651,186358.6728,187293.4925,187943.6661,190772.9874,194637.2858,198407.8774,200000.8093,202582.757,204731.1382,204872.4419,202240.5077,199142.1862,197027.8779,196610.4192,196859.6934,197216.1011,196420.194,194776.1094,193212.0228,192171.5603,192311.6977,194219.4705,196321.4052,198789.219,199883.5842,200199.7032,198877.3145,197275.0618,195455.2652,197037.4526,200357.9183,206420.1585,212322.8657,217236.1759,223447.1891,229236.5065,235612.437,238148.0172,240385.4125,241291.823,244511.5014,245441.0383,245956.3793,244123.8567,242224.1064,240687.3945,239639.5506,239297.2752,239565.7899,240455.1716,240493.5219,241580.318,242007.8882,243231.2847,245746.3441,247716.2352,250596.0276,251813.411,254284.705,256761.6075,259376.5617,260878.6008,262267.0281,262149.841,263621.4572,264667.3116,266358.3996,267522.494,268972.2565,271664.1762,276605.247,280846.4239,283910.0384,283776.8901,284160.4258,284580.7684,285721.5561,286182.5152,284847.7194,281940.7588,281417.3393,284557.022,289829.1115,292088.8675,291882.9482,292237.5633,292081.6728,289674.2683,284648.2007,279813.0614,276571.7943,273558.82,270125.6731,269144.7729,268436.9943,268479.2407,265782.7629,261901.1778,259067.6777,258686.9108,257963.0246,64.299591,5,23460,14883,79385,278192.4279,260387.7868
5253,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,2237694.604,2246138.834,2260956.2,2269379.399,2262358.865,2250933.214,2244558.223,2243104.08,2251477.382,2270940.341,2306602.354,2336054.044,2382268.508,2437571.344,2508759.959,2541849.593,2539187.538,2518625.442,2517493.753,2527440.879,2555579.253,2611892.733,2672304.091,2734798.517,2784844.127,2852658.445,2910147.763,2941750.555,2941387.617,2911919.793,2882622.326,2864643.238,2871948.205,2911990.295,2964137.789,3021911.868,3074633.266,3130609.434,3181187.987,3201707.531,3215162.47,3223507.927,3235102.878,3228047.197,3216099.169,3224579.966,3253885.744,3300727.935,3335670.318,3384553.691,3434021.063,3479085.415,3489548.11,3481199.978,3477785.518,3477481.282,3470683.914,3458174.054,3456751.107,3479638.23,3489693.666,3489105.158,3461032.385,3428571.741,3358708.668,3310228.922,3274432.325,3258479.892,3194372.434,3104518.959,2998810.989,2920348.343,2855508.698,2806010.714,2769391.395,2755539.494,2769386.096,2779770.985,2785128.898,2779319.6,2783917.361,2798629.983,2800821.946,2809348.146,2796806.154,2804225.489,2786273.11,2768794.37,2754053.948,2758596.439,2794080.17,2806721.414,2807272.73,2791361.16,2813097.234,2831954.662,2851754.351,2829518.462,2802907.842,2778573.418,2768981.368,2743793.618,2686040.371,2624320.714,2591523.897,2578256.706,2566724.767,2548227.881,2524796.504,2522486.63,2542775.549,2577357.215,2604823.453,2633163.265,2665380.68,2699035.898,2718330.013,2746874.371,2785516.936,2825371.346,2847411.609,2854247.359,2878051.2,2890874.77,2908797.279,2909393.17,2898866.179,2871602.682,2823661.853,2808477.007,2797081.856,2775482.639,2714447.797,2638093.703,2578350.364,2546168.723,2534638.583,2526798.584,2516265.454,2504445.174,2483405.907,60.54826919,9,24846,76855.1,106467,2802779.432,2485214.466
5260,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,307819.6697,308030.4551,302887.073,296482.6123,292284.6036,291113.908,293619.0999,293536.1989,294031.972,289910.3509,287783.9383,283769.6436,281803.0544,278000.8234,271831.5513,263165.4219,255711.6181,252871.4488,254107.6563,256996.9216,260882.441,263070.5878,262867.2925,259547.5758,257311.8289,256018.5155,254392.8268,250522.0837,245537.9615,240794.0008,237207.0165,233729.4154,232019.0301,230690.9854,231119.7841,230068.4991,228356.2026,226253.4714,225900.1862,226418.6996,227966.8404,229951.3939,233324.8974,236961.6033,241605.0764,245541.4648,249443.9315,252634.5296,254953.9334,255349.0055,253273.3253,252272.0605,252235.0006,253613.5843,254762.4735,255422.576,255577.2402,254421.9031,253395.8375,252578.1009,252583.8505,254817.99,257292.7492,260752.8035,261734.9229,262204.9334,261398.8902,261441.3121,260380.3565,262109.9794,265416.4562,272559.9652,279294.7433,283843.4786,285681.4252,287201.6468,288144.4887,289605.6083,291090.5288,293115.4486,297002.5085,296567.5577,294892.9628,291365.5948,291786.5899,293484.8801,295195.7106,295859.2377,297518.8606,298929.8604,299770.618,299107.3055,297336.6211,295741.6936,296521.4101,296478.1963,297503.7336,298212.8208,301387.0353,304720.8061,307733.6078,310489.1933,312004.8691,311843.7557,311631.1077,311032.4032,310688.9554,311339.1595,313190.4894,317633.3251,323161.7363,327995.9744,331326.8033,332527.04,332407.9093,329647.8806,324240.9385,319661.2659,316062.9297,313453.2448,313428.3024,318188.6833,326956.0724,334460.2869,338467.2038,339588.8103,338503.5333,335155.7887,330180.0625,325634.147,321521.0269,317780.7006,312595.8844,309210.0698,306470.6547,305214.5299,303107.3295,301015.7073,300814.4405,301928.2143,303377.6958,64.9012474,5,21935,8459.8,88722,317984.692,304254.1079
