SizeRank_x,State,City,Metro,CountyName,1/31/2012 0:00,2/29/2012 0:00,3/31/2012 0:00,4/30/2012 0:00,5/31/2012 0:00,6/30/2012 0:00,7/31/2012 0:00,8/31/2012 0:00,9/30/2012 0:00,10/31/2012 0:00,11/30/2012 0:00,12/31/2012 0:00,1/31/2013 0:00,2/28/2013 0:00,3/31/2013 0:00,4/30/2013 0:00,5/31/2013 0:00,6/30/2013 0:00,7/31/2013 0:00,8/31/2013 0:00,9/30/2013 0:00,10/31/2013 0:00,11/30/2013 0:00,12/31/2013 0:00,1/31/2014 0:00,2/28/2014 0:00,3/31/2014 0:00,4/30/2014 0:00,5/31/2014 0:00,6/30/2014 0:00,7/31/2014 0:00,8/31/2014 0:00,9/30/2014 0:00,10/31/2014 0:00,11/30/2014 0:00,12/31/2014 0:00,1/31/2015 0:00,2/28/2015 0:00,3/31/2015 0:00,4/30/2015 0:00,5/31/2015 0:00,6/30/2015 0:00,7/31/2015 0:00,8/31/2015 0:00,9/30/2015 0:00,10/31/2015 0:00,11/30/2015 0:00,12/31/2015 0:00,1/31/2016 0:00,2/29/2016 0:00,3/31/2016 0:00,4/30/2016 0:00,5/31/2016 0:00,6/30/2016 0:00,7/31/2016 0:00,8/31/2016 0:00,9/30/2016 0:00,10/31/2016 0:00,11/30/2016 0:00,12/31/2016 0:00,1/31/2017 0:00,2/28/2017 0:00,3/31/2017 0:00,4/30/2017 0:00,5/31/2017 0:00,6/30/2017 0:00,7/31/2017 0:00,8/31/2017 0:00,9/30/2017 0:00,10/31/2017 0:00,11/30/2017 0:00,12/31/2017 0:00,1/31/2018 0:00,2/28/2018 0:00,3/31/2018 0:00,4/30/2018 0:00,5/31/2018 0:00,6/30/2018 0:00,7/31/2018 0:00,8/31/2018 0:00,9/30/2018 0:00,10/31/2018 0:00,11/30/2018 0:00,12/31/2018 0:00,1/31/2019 0:00,2/28/2019 0:00,3/31/2019 0:00,4/30/2019 0:00,5/31/2019 0:00,6/30/2019 0:00,7/31/2019 0:00,8/31/2019 0:00,9/30/2019 0:00,10/31/2019 0:00,11/30/2019 0:00,12/31/2019 0:00,1/31/2020 0:00,2/29/2020 0:00,3/31/2020 0:00,4/30/2020 0:00,5/31/2020 0:00,6/30/2020 0:00,7/31/2020 0:00,8/31/2020 0:00,9/30/2020 0:00,10/31/2020 0:00,11/30/2020 0:00,12/31/2020 0:00,1/31/2021 0:00,2/28/2021 0:00,3/31/2021 0:00,4/30/2021 0:00,5/31/2021 0:00,6/30/2021 0:00,7/31/2021 0:00,8/31/2021 0:00,9/30/2021 0:00,10/31/2021 0:00,11/30/2021 0:00,12/31/2021 0:00,1/31/2022 0:00,2/28/2022 0:00,3/31/2022 0:00,4/30/2022 0:00,5/31/2022 0:00,6/30/2022 0:00,7/31/2022 0:00,8/31/2022 0:00,9/30/2022 0:00,10/31/2022 0:00,11/30/2022 0:00,12/31/2022 0:00,1/31/2023 0:00,2/28/2023 0:00,3/31/2023 0:00,4/30/2023 0:00,5/31/2023 0:00,6/30/2023 0:00,7/31/2023 0:00,8/31/2023 0:00,9/30/2023 0:00,Complaint Score,Gentrification Score,Population,Population Density,median_income,median_property_prices,Predicted_Values
107,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,159350.1516,161114.019,161568.0066,58.0609733,5,71015,66913.8,29767,160232.0853,164770.5473
112,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,150489.5004,150489.5004,150489.5004,150489.5004,150489.5004,150489.5004,150489.5004,150489.5004,150489.5004,150489.5004,150489.5004,150489.5004,150489.5004,150489.5004,148960.7431,148693.8052,147908.2103,149746.2584,151889.211,154128.3777,155678.6173,156508.9383,158430.0729,159156.192,159537.7851,158025.9461,157095.588,156690.1313,157090.3298,157714.1797,158104.6026,157588.2953,156080.4922,154406.8775,154192.0667,154588.7993,154131.7901,152328.8583,150280.1304,149928.8749,150299.1844,150390.2489,150227.6567,151104.4154,152845.2231,154610.7397,155954.3453,158435.8511,159699.3043,159137.4119,156756.0227,157342.2933,160149.7322,165585.5374,169806.0344,173989.6769,176503.4775,179360.5391,182379.646,184555.3185,184633.329,184458.6809,184103.1023,185812.9411,186660.5797,188524.5614,189244.651,190541.7301,190284.6526,192111.6881,194897.6073,199424.1463,202937.7886,203643.4095,204437.9671,206411.8615,208800.1472,211023.031,213328.7903,216276.2522,219583.1805,218590.3487,218201.2894,218139.1407,219433.7408,220850.3202,221735.5613,223788.4969,225380.2024,226649.5332,228227.7502,229953.0351,230946.6272,230895.1179,232751.9768,233979.5685,235949.3482,235427.8509,234347.5416,234081.6174,235590.3519,237253.8968,237404.4306,235717.3713,235343.6314,233833.637,233342.5824,233064.4618,235411.1601,238607.0492,243089.6931,246152.627,248770.642,249816.7372,248834.3963,244331.7903,237274.2691,233358.9334,230524.84,229599.076,229283.0069,233300.7809,238856.2848,243047.9478,244466.6376,245562.3303,245622.7568,245297.7323,242619.409,239909.5852,236356.5754,233584.0509,227853.5055,223471.8738,219602.6294,219990.1571,219742.3782,220223.0159,220527.3895,221722.9419,222215.3732,57.2072734,5,75252,76427.7,29579,233442.4159,224342.8665
121,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287891.0963,287058.3033,287397.1962,288356.3552,290023.6196,290822.4389,290915.1177,291951.1313,293475.5262,295159.2698,297137.8546,298896.1526,300622.533,300203.9214,299985.6946,299896.4274,301426.829,303167.0801,303953.1798,304189.727,304491.6271,305744.3939,307582.7691,309808.8262,312695.8191,314808.1314,316777.581,318053.534,320051.5011,321568.8339,323781.8466,326293.7234,328519.7128,330625.514,332515.9726,333943.79,335486.8086,336619.0463,339027.426,340748.5527,342632.3434,343948.959,345052.4109,345830.8945,346912.8288,348316.3223,350876.1837,353457.8827,358065.9516,362958.8648,369272.5369,375388.5852,380900.2191,384851.756,386582.4978,387679.0148,388323.8454,390452.5438,394341.4632,399560.3753,403148.1181,403371.9295,400610.0766,398755.9625,398878.6183,402062.7247,403648.7585,403341.7962,400839.6052,398455.4927,398804.717,401530.7521,406451.0579,410292.9726,413920.7648,416645.8746,420766.358,423357.1896,426120.9591,427541.0143,430025.2251,433136.8052,437106.5635,440248.9105,441329.9561,440108.686,438219.9695,437964.0545,438765.9405,441542.7297,442540.0048,442819.3506,440950.621,438656.8012,436139.6021,434064.1736,430941.4359,426099.6538,419916.7747,417524.824,419105.3122,423156.6842,426796.5253,429715.8813,432142.4847,65.1133644,5,72241,29168,65399,437051.8283,432223.1402
122,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,514546.8708,522396.5766,535683.5722,548242.4091,559056.7816,561102.6703,561537.6556,560664.2809,567088.3666,573542.2677,577875.4549,576296.9056,575293.8069,576820.2229,583220.9742,588329.8429,591341.9599,589583.7452,590827.4837,593249.4144,604388.709,617154.8949,626765.542,627933.9686,626467.6067,632476.9552,644129.2152,654599.599,662014.888,659750.3244,657651.4231,655165.303,664308.757,677960.23,689177.3524,692344.5648,692215.3893,695687.2334,704754.9634,711563.8728,716691.2153,715391.7814,717034.4309,719510.9523,730658.7672,743716.132,754952.8659,762147.5248,763112.2683,765008.8121,768063.7712,772479.8021,775448.0035,772918.4807,770139.5057,766766.54,766666.7331,767451.0644,770502.4228,776506.1699,780884.2617,785509.2809,783882.8328,785502.4828,781521.1347,781821.57,774055.6569,765527.6737,755417.2099,750381.0843,753589.1674,763888.0965,770065.0728,767358.2009,750465.2835,740833.1669,736248.6582,736356.7951,733808.3878,728257.0519,728479.1044,730918.5027,736017.0847,740940.5671,732163.0268,715826.9347,684725.0555,665045.3072,655026.3146,669055.9815,693942.4504,726628.791,741574.3193,737835.2317,724393.0304,719504.3219,716350.3349,705126.4799,684242.0338,667748.0919,665043.8888,662062.3791,659355.8741,651003.8481,654337.2726,664242.9414,678571.7638,692811.3416,711127.4283,732422.5778,759284.4618,769139.845,779753.2399,782042.4626,788908.7011,785308.0158,778341.4582,776534.1145,778479.6647,778981.0743,778615.481,780596.7186,790123.017,798983.3986,803707.9443,804465.1123,804912.0507,805121.8942,801591.6263,798197.5567,791603.9857,779611.8418,761781.9088,744925.1538,735189.7532,731311.858,730126.0276,726406.9902,719777.811,710877.9417,702725.6724,57.62646909,6,77857,94363.1,33720,780104.2802,701984.311
125,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,324547.6872,326184.7103,327567.3647,330154.2548,332361.1923,334463.9811,337021.5473,340031.803,343774.4578,346738.6347,350070.1785,353494.8636,358243.6286,362550.4777,365039.9057,366321.1019,366595.703,368494.3427,370918.8816,375461.4,382153.7991,388664.4378,393890.3457,397500.5826,400848.8772,404764.8762,408031.7821,410952.5272,412770.7199,412700.1731,413510.1183,415018.4904,419591.2652,425185.8436,431930.4051,438279.7164,441227.6041,442905.5035,443842.1509,446015.4471,449087.8106,452984.5645,458882.2446,466416.5929,474306.0532,482278.9948,489352.7196,497084.9017,503748.4976,510097.4803,516260.4712,523740.4732,530334.7854,535958.7901,539646.3401,543408.8026,544966.4902,545834.1005,546488.986,550096.2318,554553.1518,559500.3935,562842.3252,567925.5333,570377.2829,571885.8532,570768.1636,573299.1505,578319.3915,587289.3907,593227.6406,601025.9604,610768.6816,620938.285,630270.6892,637403.6514,645952.398,654764.4227,665470.2468,677361.7936,690765.7544,698437.3164,700506.7272,695784.4284,692036.2098,693172.9677,692878.7225,690621.7411,686731.5612,685060.6135,687023.1773,684848.0016,679935.5973,671098.7123,668956.0345,667630.6987,670882.6572,671013.2981,671378.1566,671263.962,669615.7299,669279.4687,662344.6664,652637.5454,645671.0749,644168.2287,646450.5341,648137.4981,647958.9754,651069.0856,656223.1642,662417.9287,668374.7456,670686.3927,675054.9979,677971.1814,679854.3524,679942.1058,680503.7802,680363.1118,683210.1445,688765.2086,702333.3622,712468.3077,720666.9209,725273.4709,725219.5414,717381.0931,701963.1909,689964.4531,679846.2648,669313.7429,655207.0942,639746.2971,628459.352,624084.8994,625628.3357,629419.176,633620.9947,636786.5228,636650.9907,65.73028238,6,75132,52602.7,73470,681528.2046,638427.4264
128,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,95426.62759,95068.01511,95121.91574,96072.41988,97509.10298,98672.52898,99740.59092,99844.71048,99229.39371,97825.3818,96626.12829,96103.58002,96414.68646,96773.51407,96763.88717,96453.66946,95844.87975,95639.31702,95900.11089,95900.5117,95824.24833,95827.70117,96360.12389,96276.7852,95770.65821,95120.0342,95050.86374,95217.2385,95709.65069,95517.36944,95551.18678,95679.89123,96160.08361,96824.19717,97920.65598,99522.80099,100632.4425,100878.1043,100830.5145,100752.6462,101579.297,102277.4445,103202.8106,103670.4085,105543.7119,108111.7359,110581.2662,112798.7645,114746.9951,116474.8465,117128.9349,117685.8893,118893.2777,121116.6655,123325.652,125024.8409,126279.327,126954.9095,128111.0275,128905.1816,129952.9213,130578.7266,131214.1909,132238.6334,133352.6813,134692.5636,136080.4888,137936.4302,139976.8693,141554.6771,143112.4609,144764.3832,146932.6859,148242.9646,149492.4467,151262.768,154350.8802,157537.0204,160271.7902,162804.0939,165413.6984,167887.1236,170058.473,172124.5852,174551.3587,177264.7503,180452.6572,184207.0766,187197.0358,188955.5389,188718.6026,189069.286,189583.0491,191198.235,193590.3514,196617.7921,200197.3317,202108.7048,203029.9432,203024.7701,203685.0246,203702.2295,203136.8266,202138.8023,202211.145,202794.0586,203831.1128,204353.0488,205519.1185,207202.1471,209818.3577,211451.181,212814.9855,213516.714,213267.4923,211172.1088,208512.8789,206842.6749,205576.7905,204930.8113,204126.7548,204092.3398,203796.3182,203088.6758,202170.2425,201993.5702,202603.9843,202345.8049,200763.8297,198760.769,197993.2893,198031.3557,197563.151,196233.4206,194968.1427,195075.8985,195975.7863,196926.5381,197903.4338,199319.4354,200622.5026,61.0233551,5,76114,51271.5,54278,199040.1022,202068.5265
139,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,598719.1591,600186.34,603476.9465,606152.6867,609207.8673,614315.0539,622276.52,628627.0559,632325.7368,635554.4069,638227.1403,640147.635,646842.8194,653886.0833,659130.8732,650671.3421,637965.7375,627887.3001,627040.6602,630757.5853,637326.2393,652582.3232,668104.3498,681471.0747,692705.9505,708693.625,725484.3585,732447.0067,732986.618,730466.547,729334.4004,728581.2809,730889.9172,741055.3872,751288.8283,759197.0432,761973.5752,764347.0582,764700.6051,759378.9236,753101.6135,748951.3454,750523.6878,755529.8109,760743.3366,769906.206,777477.1513,788519.0106,795143.4556,802176.9625,806859.82,807147.5653,804639.4853,801730.597,803411.4993,806052.5278,808756.8636,813230.7473,819295.7341,829349.2325,840117.0298,860927.4336,877583.3107,890767.5832,889991.5024,888984.2963,881105.7727,874531.9529,863451.1777,860125.4812,857155.3373,861563.0235,869199.0605,878054.3822,884510.2212,893668.0983,906712.1646,923095.2171,935741.5335,945598.0407,956994.2579,969416.4344,978755.4612,990293.9551,990862.2323,989779.4156,973017.7692,963666.8443,959535.9746,967024.9859,977516.6261,985547.9481,984661.4011,973473.9882,972360.6393,981822.3889,997550.1414,995346.1366,985480.0111,975925.8495,980334.0895,980813.2023,983426.1809,981732.9339,992796.2265,1009398.556,1030383.07,1049278.348,1065597.114,1080868.337,1093227.217,1091499.671,1089149.058,1081050.876,1073780.416,1052497.417,1029104.218,1011527.286,1005264.96,998767.659,997220.5143,1006377.605,1034322.356,1063420.427,1082840.897,1088435.641,1079024.377,1059939.985,1035382.409,1017049.849,998119.2683,982696.4244,972183.0722,966553.5142,962454.8099,958991.0173,957064.2164,952660.4613,947441.2576,942582.7004,937577.1774,58.72396785,8,79894,90849.3,36982,997669.8913,936781.1566
142,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,393085.3093,391147.3991,390840.7623,390068.0906,391709.136,392582.4087,394253.8307,395710.5319,397276.8634,400252.0127,403839.0803,407180.5254,409864.9785,410901.027,414857.5662,414951.2904,415753.4991,413307.5816,414999.0472,414501.4687,418221.8274,418085.2865,419337.458,418695.1172,416205.7812,414686.9266,414442.8418,417588.673,422228.6166,426627.8821,430267.7066,435159.8293,434971.0051,434846.628,431098.3997,428950.9994,428883.8551,427938.5318,426099.9239,423786.825,421339.0146,416112.5812,407143.9389,398133.4902,394196.1189,401083.3247,413577.6793,431762.2818,442753.503,449064.7859,451194.9449,452514.8126,453457.5337,445447.576,432800.0533,419981.9285,413497.5225,409861.3961,406911.6874,404786.2277,407220.0622,413323.177,419727.682,426294.7843,427443.3175,423468.1771,413547.4304,401259.9077,395669.3748,392401.1735,388619.1475,380514.2005,375029.0347,374218.6446,374987.9073,371584.2744,368980.8625,365291.7325,362150.1119,353101.9699,346841.9747,341955.4562,340743.7619,333804.9043,322799.3834,305652.7844,289161.8918,274237.5158,265822.0557,261800.6671,260834.0428,258075.9698,62.96863603,5,69657,34477.3,58393,344398.7155,262254.3501
143,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,319613.9385,320867.9464,321055.9201,319249.7196,318033.7377,318130.6537,320654.6914,322274.4474,322287.1142,319519.2162,319168.2205,319380.5866,321133.8416,321128.6074,320136.9482,319801.8133,319632.5683,322688.5909,325077.4434,327393.2711,327340.9791,326669.5868,326792.1147,326124.9031,325478.4682,324979.2923,326612.7456,328912.3425,330823.2806,331456.9645,332568.9093,332729.4817,332745.6829,332862.7436,335283.0693,336686.7327,335739.0699,333079.0121,331030.9298,329513.1485,328354.5499,327649.6698,328611.7351,331504.7392,334928.3399,338302.4952,340851.043,344564.7588,347093.5902,348110.9145,347954.6649,349069.5571,350938.723,354248.629,356741.6459,359256.3813,360223.5785,361050.6111,362149.9153,364549.4915,366433.8437,371101.1664,375752.7387,383722.4351,388401.9973,390853.758,390322.054,392168.0471,394576.712,399540.3205,404051.1502,412697.364,423994.5467,434696.8568,444891.3629,453114.0912,461649.2481,468522.2813,474768.7656,481034.3367,488667.7995,493563.1319,493985.5867,489996.5895,486976.5486,487325.897,488473.95,489094.253,488978.7388,488485.5974,488769.8089,489438.4572,489936.6034,490584.0419,493590.136,496069.0992,498304.2551,498028.3276,498710.6269,500133.0692,502978.4382,504792.7509,503781.5004,500591.3142,500982.5374,502876.2635,505035.9097,505842.6596,505182.959,506845.7997,509436.7511,511524.4802,511738.5728,508549.5968,506744.3473,503706.1145,499946.8094,496954.9496,494601.8019,492690.6062,491056.7415,492437.4892,497329.9641,501148.093,501715.4967,501542.9734,499224.7173,492596.6895,482159.2068,473375.2674,467160.8992,458765.7086,448326.0924,437187.5154,428488.1614,418521.1998,408609.9719,398036.6492,391088.298,386135.676,382227.1995,64.88140704,6,69652,35171,84713,470268.0833,383388.2897
157,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,237905.3518,239356.5736,241025.4052,244191.1052,246685.8821,247261.0204,247192.9084,246202.163,246064.0613,245286.7659,245616.9518,245203.6976,245597.5027,245753.6142,246681.3622,247095.6792,247887.5876,248300.3009,250178.0312,252706.3784,256480.8322,258452.7391,259903.1398,261054.5757,263450.5805,264552.6479,268263.2689,274097.9337,281357.4418,287358.7313,290373.7015,294133.199,296837.9706,302520.9162,308014.5006,313942.1492,318019.8641,321795.3814,324291.3095,325607.6765,326085.7204,327246.1324,330269.6978,334454.4848,339014.8524,342306.4165,345484.5234,348677.9074,351261.22,352770.316,353886.9673,358000.0198,363897.3444,367416.3891,367399.2473,364627.9734,364239.8938,366920.5136,371104.2493,369748.2023,363671.0499,358218.7478,357081.9507,358877.3876,361037.3336,362933.9013,364804.3569,365394.6716,365493.9939,364884.4087,363150.4241,360737.6113,359602.4574,359037.4671,360919.1919,359291.1598,356577.5353,351355.2923,347394.7293,343029.7189,337374.6901,328901.0507,320528.7691,314406.3647,310217.6895,306014.248,301586.2731,298394.5866,296159.3389,295723.1297,296831.3489,302412.9935,310777.1575,319615.3371,327947.1005,335732.9213,343745.1865,348928.9932,59.96562352,5,62577,21824.8,50267,317010.8509,351096.6834
172,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,660709.6501,663487.2047,661195.4568,657352.7249,655640.4475,659874.0727,666062.3325,672331.1567,681223.3719,689808.0124,703682.061,716844.8395,731347.3405,741692.0717,745998.6912,748444.3791,751003.2501,758896.9354,767034.3797,776087.4243,792236.604,811316.4459,831264.707,845087.3052,856617.7938,866804.1228,874441.2983,886453.0611,904908.7098,924551.7127,937943.8877,942670.2065,953666.8548,966541.2362,984003.8602,994731.8124,1000143.535,998421.8844,991999.6796,987374.5451,989046.45,996040.405,1006018.891,1014002.131,1022250.345,1030074.642,1037577.929,1045006.508,1049964.739,1055598.622,1059030.882,1066626.953,1072512.009,1075345.692,1073975.195,1071080.691,1070214.562,1070510.001,1072669.251,1077736.441,1079664.857,1077976.283,1071802.434,1071744.254,1069253.26,1070316.486,1070592.802,1079849.255,1083311.739,1075853.336,1057635.108,1040511.251,1032956.665,1029005.033,1029611.559,1030919.271,1035229.183,1036184.28,1039503.749,1044380.746,1055825.93,1065077.56,1067017.207,1066652.266,1071595.827,1086782.463,1095837.234,1098016.718,1099707.673,1106398.554,1118288.781,1121210.964,1118934.846,1112122.367,1116104.436,1121127.468,1123848.986,1117253.065,1107323.654,1098496.624,1089282.737,1080863.952,1065389.164,1049535.815,1039902.557,1037659.48,1036607.077,1036245.903,1035419.52,1042454.871,1052463.409,1067718.46,1082964.846,1095590.638,1108035.775,1116489.099,1119562.883,1124412.034,1134283.087,1143525.832,1147933.997,1151369.08,1163151.688,1173068.458,1178851.669,1180924.364,1176682.4,1167464.113,1152921.831,1148677.484,1145068.618,1141595.189,1125659.181,1107498.742,1095138.97,1100101.864,1116512.834,1135160.761,1149131.435,1155986.559,1153931.726,63.79315204,8,70156,31902.9,132091,1148904.46,1156152.813
183,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,283550.6672,282705.9464,281128.078,280610.8197,280813.5817,280956.183,283464.0115,284699.2512,285927.3413,286474.572,289454.5025,293365.5771,294946.2004,294163.0426,290730.1019,288400.1642,285795.3755,284533.8898,284455.3056,286502.6173,290498.2335,293137.0637,293586.4651,291372.6287,288996.6705,287471.2899,287801.4524,288818.8284,289851.4579,288671.9918,287486.0442,285663.3119,285501.7149,285452.7628,286628.2919,287345.4648,286497.9234,285987.0405,285843.9422,285568.6514,285028.6029,284239.6053,286262.8671,289088.0219,294929.8352,301498.2319,307181.3647,310871.1447,310506.9617,307534.1005,302621.077,299603.299,298846.7603,299448.702,300047.109,300495.4614,301064.6317,302449.2239,303898.9335,305647.5714,305895.7761,307913.8466,309833.4559,314139.6792,316139.6151,316689.7302,314811.1982,313759.0002,313491.295,316076.2767,319019.5475,323945.6195,328504.1254,330970.866,330801.6888,332412.5113,335753.0332,341428.9002,345417.4675,348452.6966,352481.0305,353316.0736,353581.3337,351324.1871,349529.8076,348914.3898,347375.6984,346179.8165,343890.9095,342564.3044,341794.2646,341881.5222,341071.0113,340407.1306,344285.9592,348324.71,353552.6881,353260.8924,352713.1429,352252.7743,354070.9959,356285.7785,355727.3041,353360.8955,352632.8471,352682.5596,353419.398,354973.0642,357691.3927,361702.0984,366340.6363,369992.4988,372388.2594,370111.0992,366655.5316,360431.44,353986.3832,350151.1265,349337.8624,349402.307,350840.4213,355861.5256,364179.3595,370936.1506,373270.5448,373997.5417,372097.4468,368229.2726,361128.5754,355623.0764,351023.75,345445.0729,338695.1519,330823.5902,325710.474,320650.1818,317085.7144,312222.0044,309281.6829,307635.2049,307757.7529,59.4424505,6,71238,45091.8,58408,350932.0857,307691.608
188,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,290146.6955,290348.7109,289600.0017,290200.6725,291827.7313,292782.1145,294331.4545,295534.5962,297855.778,298102.9918,299289.9489,300987.8618,304054.69,306422.3455,308328.9802,310916.3424,312301.2575,313040.7614,312515.3048,312312.1344,312849.6715,311882.109,310862.77,308953.9024,309042.3218,310571.9693,312983.741,316348.5216,319831.6891,322344.2637,323283.8162,321498.888,320772.3585,320034.2598,321573.0299,323194.8144,324143.4026,324656.0894,324396.079,325720.3724,327767.6636,329006.5775,329152.0186,328731.2835,329247.5513,330589.2623,332812.0735,336275.315,340837.7488,345333.694,350089.3423,355455.1368,360912.053,365369.9729,368516.2921,370839.8843,371908.6785,372079.2103,372882.335,376034.1117,380326.8835,386888.2892,394985.0811,404544.58,410267.697,412369.0109,410988.5096,410114.5807,408437.5898,410490.6938,414101.8621,421102.5271,430075.576,438490.2193,446139.4675,453533.0213,460186.9296,466442.134,472018.4089,479611.6913,489138.3128,494063.0279,494660.6967,490649.0951,486834.4898,485689.7031,483483.695,479878.0483,473226.5663,467932.5155,465679.1331,464711.0001,462859.3974,459831.5999,460675.2636,460820.6355,462018.4657,460175.4864,459928.4731,459493.8962,458491.9188,458796.4005,458574.5144,459153.1697,462750.762,467367.6153,472497.3062,475273.9401,475995.9054,478397.062,482313.3846,487067.0794,490477.0467,490688.854,490059.2783,486979.5149,481268.147,476602.8638,474354.0666,474562.2943,477516.4048,482160.1192,489828.3978,494517.9025,497511.5433,498782.5765,497553.148,492493.1353,483332.8687,475651.2551,468355.277,460530.3532,451156.6192,443408.6211,436303.7756,431575.2316,426209.0181,423008.6582,420464.4934,418317.6955,414540.8963,65.90059302,8,72582,33569.8,77917,472003.2661,417152.6629
