SizeRank,ZipCode,State,City,Metro,CountyName,2012-01-31 00:00:00,2012-02-29 00:00:00,2012-03-31 00:00:00,2012-04-30 00:00:00,2012-05-31 00:00:00,2012-06-30 00:00:00,2012-07-31 00:00:00,2012-08-31 00:00:00,2012-09-30 00:00:00,2012-10-31 00:00:00,2012-11-30 00:00:00,2012-12-31 00:00:00,2013-01-31 00:00:00,2013-02-28 00:00:00,2013-03-31 00:00:00,2013-04-30 00:00:00,2013-05-31 00:00:00,2013-06-30 00:00:00,2013-07-31 00:00:00,2013-08-31 00:00:00,2013-09-30 00:00:00,2013-10-31 00:00:00,2013-11-30 00:00:00,2013-12-31 00:00:00,2014-01-31 00:00:00,2014-02-28 00:00:00,2014-03-31 00:00:00,2014-04-30 00:00:00,2014-05-31 00:00:00,2014-06-30 00:00:00,2014-07-31 00:00:00,2014-08-31 00:00:00,2014-09-30 00:00:00,2014-10-31 00:00:00,2014-11-30 00:00:00,2014-12-31 00:00:00,2015-01-31 00:00:00,2015-02-28 00:00:00,2015-03-31 00:00:00,2015-04-30 00:00:00,2015-05-31 00:00:00,2015-06-30 00:00:00,2015-07-31 00:00:00,2015-08-31 00:00:00,2015-09-30 00:00:00,2015-10-31 00:00:00,2015-11-30 00:00:00,2015-12-31 00:00:00,2016-01-31 00:00:00,2016-02-29 00:00:00,2016-03-31 00:00:00,2016-04-30 00:00:00,2016-05-31 00:00:00,2016-06-30 00:00:00,2016-07-31 00:00:00,2016-08-31 00:00:00,2016-09-30 00:00:00,2016-10-31 00:00:00,2016-11-30 00:00:00,2016-12-31 00:00:00,2017-01-31 00:00:00,2017-02-28 00:00:00,2017-03-31 00:00:00,2017-04-30 00:00:00,2017-05-31 00:00:00,2017-06-30 00:00:00,2017-07-31 00:00:00,2017-08-31 00:00:00,2017-09-30 00:00:00,2017-10-31 00:00:00,2017-11-30 00:00:00,2017-12-31 00:00:00,2018-01-31 00:00:00,2018-02-28 00:00:00,2018-03-31 00:00:00,2018-04-30 00:00:00,2018-05-31 00:00:00,2018-06-30 00:00:00,2018-07-31 00:00:00,2018-08-31 00:00:00,2018-09-30 00:00:00,2018-10-31 00:00:00,2018-11-30 00:00:00,2018-12-31 00:00:00,2019-01-31 00:00:00,2019-02-28 00:00:00,2019-03-31 00:00:00,2019-04-30 00:00:00,2019-05-31 00:00:00,2019-06-30 00:00:00,2019-07-31 00:00:00,2019-08-31 00:00:00,2019-09-30 00:00:00,2019-10-31 00:00:00,2019-11-30 00:00:00,2019-12-31 00:00:00,2020-01-31 00:00:00,2020-02-29 00:00:00,2020-03-31 00:00:00,2020-04-30 00:00:00,2020-05-31 00:00:00,2020-06-30 00:00:00,2020-07-31 00:00:00,2020-08-31 00:00:00,2020-09-30 00:00:00,2020-10-31 00:00:00,2020-11-30 00:00:00,2020-12-31 00:00:00,2021-01-31 00:00:00,2021-02-28 00:00:00,2021-03-31 00:00:00,2021-04-30 00:00:00,2021-05-31 00:00:00,2021-06-30 00:00:00,2021-07-31 00:00:00,2021-08-31 00:00:00,2021-09-30 00:00:00,2021-10-31 00:00:00,2021-11-30 00:00:00,2021-12-31 00:00:00,2022-01-31 00:00:00,2022-02-28 00:00:00,2022-03-31 00:00:00,2022-04-30 00:00:00,2022-05-31 00:00:00,2022-06-30 00:00:00,2022-07-31 00:00:00,2022-08-31 00:00:00,2022-09-30 00:00:00,2022-10-31 00:00:00,2022-11-30 00:00:00,2022-12-31 00:00:00,2023-01-31 00:00:00,2023-02-28 00:00:00,2023-03-31 00:00:00,2023-04-30 00:00:00,2023-05-31 00:00:00,2023-06-30 00:00:00,2023-07-31 00:00:00,2023-08-31 00:00:00,2023-09-30 00:00:00,incident_count
1693,11249,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,690471.2954160598,690937.3888869475,684858.827642433,679581.7729007613,673807.3989161953,673291.3574077635,672727.7094805028,673199.0883626861,673474.3658852939,675553.4505843734,681987.0033929654,690569.2622953582,701198.904472534,712154.6804351496,722600.3349172388,731552.6668994367,738600.9209414661,746982.7927955637,754228.9017778746,765334.9251947487,783709.5536541572,809251.4411617193,834257.8755764189,851924.5559149353,863458.5825826951,875212.720949548,885883.1244931864,900099.2852339094,911344.8302520304,921705.719759068,929539.2229786252,937762.4362451606,950995.80687509,965254.9071075636,983352.8233236704,1000182.0688657344,1011860.515908506,1019339.0935936008,1023769.7608596114,1030323.0197720648,1037351.1827915726,1043441.515461655,1047954.2436340884,1048309.0633527568,1050788.469381768,1057185.2162439183,1064791.9366323885,1071970.4555016458,1069622.561567073,1068469.399896278,1066650.7050245125,1071750.5719747124,1075153.7534865614,1075801.2336060822,1070994.9895611824,1063486.573978876,1051592.764106245,1047161.1495105308,1051086.786688702,1065075.467283992,1074811.8160026206,1080587.4904836267,1084110.0640635632,1091744.6644765574,1096813.404349809,1096376.2289014943,1092737.020335695,1090874.6239049935,1088049.8940852543,1085162.7690390786,1080064.436922107,1077945.9470795477,1074683.1971531687,1076787.1012760233,1080389.723692821,1085035.0246362386,1089905.153519013,1096585.404977643,1101339.3987328892,1103896.6385740994,1102484.0919664523,1099350.428225973,1091879.6674026872,1088689.0143204231,1089842.8943069512,1091597.392092801,1093794.381218564,1095896.1831140108,1103137.9869706251,1114409.772373038,1130735.876148222,1147949.229889506,1155222.8562356925,1155209.95326289,1148882.5829427475,1143450.9182775875,1136031.9154200165,1127079.6983817967,1118934.9391464426,1113935.98376859,1110775.8807412807,1105367.6023892665,1098925.556660022,1093987.544679676,1091442.346854531,1090981.628371538,1090950.1950212556,1090243.4986626643,1088279.663835804,1088130.4507684363,1090640.8313208374,1093312.8331946123,1096291.504495688,1098875.265606006,1100026.019361582,1100479.7102128395,1102875.079496273,1114976.953947817,1131765.1787298173,1147210.317157484,1155296.0292632545,1160155.4846977869,1165522.3858028026,1171053.5418087356,1173568.8463824054,1176753.5078945144,1180554.1274698284,1184696.1173823178,1184041.292839084,1185060.133692689,1187212.82879683,1186334.2638186398,1177899.087866271,1160165.7731638846,1138062.728119914,1122253.6960108022,1116381.2057954213,1121903.7553048104,1129740.299650843,1137177.8832908515,1142219.542135902,3.0
1721,11367,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,227205.40998647385,228020.60877233816,227457.566172188,225839.7580311641,224571.2605052742,225549.27435522163,228026.64749510636,229063.09316540704,228190.8994959625,225419.63477113997,224255.48774125407,223479.1292810639,224824.3871083076,227380.7943688961,229729.53522830163,231123.037248216,230881.8774895664,232600.76757072413,235366.5586062998,238127.06034322552,239809.2418065737,241167.18825089184,243439.95136068197,244738.9747720939,245726.0591527369,246233.29351357676,247792.26615986635,249658.0829290645,252039.9380017268,253667.91305080763,255324.55925948228,256963.0348154429,258502.07413256573,259580.33012038897,259969.4334754092,260349.77060411443,262541.9031014807,266569.0850213082,272478.6370560267,277675.8785367291,282317.3001480216,284627.9999812792,287462.49164269154,291169.8272510365,296296.64547442907,301318.9570889305,305070.33144689514,309199.82577743736,310755.23238532344,311488.02124654915,310397.6818727045,310356.0180301305,310904.1945485953,312957.35755553795,314454.6835587619,315550.80380171,316709.90334998,317418.5338400217,319121.2519912766,320895.001614171,323007.1443985097,327080.4082273115,330202.8248895311,334788.5461702357,336828.1535900333,338391.1270712831,337509.22087597736,337128.2510733958,334873.11327326304,336405.491508895,339161.5674208479,347400.5086125937,356517.7125453214,363420.7064569414,368031.86943329,370565.1778919234,373510.7311010665,375927.65038770274,378419.3572151863,380591.9385855561,384682.1197714014,387257.6785250921,388735.4620638266,386735.8330619848,382976.30012236,379086.1543894753,374233.5480650343,369903.09730189247,365649.81532688113,362992.0680552923,361858.2282099345,362213.2456466023,362989.8718006761,363511.3848393797,365586.0530588973,366356.61356520286,366666.20768519415,364919.051966798,362364.2977225787,360322.2934613088,359487.7712459971,360082.5613256344,360209.8652849575,359631.0538721572,360121.7687855317,361531.2473205298,363999.4985737568,367230.5162519397,370633.7165387308,374804.1750784053,380094.1353994563,383187.9490528515,383955.2837156763,381424.1098279909,378709.72437854327,373616.0650115724,367325.88753791136,362687.1585169808,360660.59916063794,360786.4572343453,362746.5537465585,367086.4909555053,372338.4466654821,375952.7451070743,377219.295124565,378183.7131254384,378371.3593595338,375514.62596968206,370268.2361042844,364638.4288302967,360655.6971041526,354684.63985910063,348684.82265822083,340382.9286010445,333172.17595116224,325224.96684868966,319896.4011316228,315322.9679338963,312892.6686151904,311663.6709823574,310407.68554901605,1.0
1733,10455,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Bronx County,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,212219.2005514485,211796.35246770683,212172.6906940048,212998.10627703028,214536.54867151027,215420.8900065825,215728.5333885016,215529.7782796876,215375.70773845504,216073.5689197901,217248.1064851425,218958.6655604249,220805.65368473032,222757.18204412155,225675.9984748189,228630.7561575364,231724.13666136249,234445.47633836247,236718.40448728108,238333.26644634176,238420.5227430507,238252.0347512057,237999.35134267915,238737.5815618617,239625.60904613475,241417.9633015164,242472.75543308645,243030.7048943452,243070.55353374977,243564.6156312652,244370.90072744657,244711.315975074,244644.972213316,244571.0995700156,245154.77395592327,247595.414864589,250703.44089297648,252975.9521502914,253120.16703787024,250861.8933815642,250246.00836835816,251488.1651125,255932.97412434197,259822.6216815227,263674.5542402205,267327.9304968604,271578.60824935447,276048.7807451906,279640.0742740759,281438.78083709703,281893.2079389274,282067.27487314685,281991.218884578,279011.7925595501,272984.41949730495,265326.91894190287,258958.85252667603,254853.53471776727,253235.36868064437,253794.5270076571,255286.0380262121,257153.5842951772,257671.81934387947,258739.7783253921,259360.77536102643,260692.535450834,261561.77211391856,262367.0729480748,262869.3759653109,262089.7733460096,261839.8179719878,262816.1702539225,263574.45493912324,263494.02266450785,263121.2298437078,264182.6777949746,266394.9120656968,267683.72683439264,266385.2500508781,263449.1703501819,261334.5340102676,260913.949755258,261981.97722839387,262678.1486646782,263671.31983728823,263190.21274876135,263379.3979016552,263031.8586415693,263421.70789633185,263845.1758826534,265399.8605555738,267463.4129079378,4.0
1838,10021,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",New York County,1196404.271641521,1192323.566971887,1190020.8651398316,1191231.801068523,1192156.137849043,1188906.6270496554,1188922.1200992716,1196450.1920849294,1206010.1557159189,1213140.8592150805,1222573.0399978731,1234617.259056722,1252738.3535290435,1261497.9335298722,1269745.3552304904,1268630.8530911135,1267066.0200189976,1261112.94979716,1262818.604381126,1274597.8345747795,1300648.1317346406,1339878.210667465,1377387.691325595,1408892.887729603,1433380.0471672367,1456023.307596109,1473873.8540914122,1485872.0830503665,1497561.0607328054,1505486.6279438336,1509514.1718599717,1514073.2007856525,1534597.9292353855,1571933.727413444,1613015.9719488807,1641939.4931338758,1648866.7844283003,1635687.520423998,1611025.138432936,1580519.4313147042,1562479.1133809832,1556231.2829824083,1563476.9733077055,1575702.2494078812,1587859.2581462648,1605031.445097142,1617437.8732151862,1627052.5519665878,1631665.3321154332,1637916.1314500908,1651297.9228952285,1661699.655007571,1667649.8769927807,1664647.536910124,1660100.4021042343,1654915.7528179532,1646462.057968349,1639519.034179378,1635484.8540783804,1641609.69485098,1646613.014941098,1648022.31288625,1637495.1148195695,1630020.7183080248,1616443.2908154204,1609240.9210408062,1603286.9260107048,1613168.247723942,1614633.1081501518,1608580.952885895,1586957.0648838065,1579296.6694680536,1583255.5092707975,1594850.2027850791,1605700.3599211534,1621541.5251183722,1642095.4664795762,1664033.6914051438,1680591.380888259,1691493.4897568205,1705060.5243007175,1705262.792605202,1693185.609956764,1671936.7617465511,1639494.117604263,1615672.6517396213,1581712.8497625906,1560725.7717927827,1551935.766755665,1556261.510587561,1564534.5886067264,1563177.1741401963,1550259.2636559345,1535673.7418689292,1535566.568303897,1538361.861556555,1544547.9344368086,1534922.358664643,1527350.9315474208,1516630.7062088456,1518285.0400789462,1516178.632826883,1511825.9343070602,1502517.0997532166,1511353.4195272692,1529141.4502770535,1542416.7915460567,1552351.3934538967,1562927.6313152926,1585379.6085980346,1609793.823836142,1621937.620976598,1630634.976620679,1637441.863176264,1655900.2755068133,1666490.75656625,1665131.207276332,1657375.314441586,1658405.664967902,1659309.240812458,1661758.327900414,1666555.3942530674,1699387.9979993245,1730590.734464557,1757387.381960104,1769567.68153004,1764785.2161408104,1738449.0869470427,1688741.6713099654,1648410.8775382182,1607720.920044189,1554076.0831141444,1489076.6568291418,1427924.6289045264,1387009.587068925,1360925.9024852829,1344864.1715676452,1331821.6009956915,1322738.6265898005,1315655.927440868,1312222.210692074,4.0
1881,11222,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,552206.0911270791,552001.1978176384,547085.4233982255,542367.6907512286,541409.9835971914,542451.9532967154,545432.4394564874,547051.2110854274,550295.0369181582,553669.8384775621,559151.0579572142,566431.8963742154,574867.9508469417,585017.5748954472,594011.7633503778,602184.9119040464,608227.255398938,615062.9948038966,621737.0445073714,629906.747534264,641510.3244294124,655273.3962333794,668863.364970776,678495.8170996994,688527.5857847609,698479.6478661849,709085.7850453379,718714.9300820007,730074.4000724717,740031.1941424821,747821.5988168903,752804.0319919921,761618.95857378,773558.3641229388,786084.0224431927,796729.9294942879,805167.9920067458,812655.0663757263,820627.0247569137,828903.1049186491,837630.3136895284,844985.7451084126,851341.0169810103,859538.5646179052,869833.0540220396,881125.8170618779,889729.8586510685,895432.3968374279,897523.7142547691,900977.199484157,906972.702615914,917032.3240983272,927152.0105422063,934554.0640225568,936583.5807562396,934496.8664936862,928078.672368758,923695.3277758012,922949.2641752032,930460.73909137,936511.5514888604,940103.69839644,938510.0740283824,941217.156040288,943149.9393520448,945210.5949734976,945396.5852893892,947636.190090258,946167.7458949232,943326.739055175,936725.1151409022,932832.3391158432,931284.8432751392,933200.6446195488,936785.392496536,941411.8870568658,946261.9210782432,949020.00779957,948847.8264164034,947340.9729301932,946486.3139244895,945272.4237072328,945084.1905110488,945497.816188655,949021.7711934248,952227.1227636464,955603.6979126222,957114.883443382,960498.7652802472,967663.1709065676,978659.089779051,987639.0293896532,991171.583533202,988327.097987099,983405.926237063,979805.567460594,976770.7015417878,974783.330383582,971869.3974576824,968503.6653022496,965204.7156256004,960950.8100491818,957462.9951311972,950562.2909611772,942945.670070585,936405.4127187869,933288.0503188868,931709.295818793,930509.7982833652,929966.6708397934,932106.5419184716,935189.3220555685,942329.0671219422,950563.8016203716,963384.2767426684,976417.1578863596,990047.2839377292,1005637.9104458943,1022476.4374443818,1036571.2145513408,1040833.0764764926,1040441.8547942068,1040230.617119832,1044726.4320762828,1049296.0626599218,1053904.5079820675,1055819.886568905,1056632.4889341758,1052766.144193929,1048773.5954161717,1046873.7417877318,1051263.7166363962,1054767.132287359,1055748.2112462732,1049497.477793253,1046742.1741072764,1048110.816842624,1055553.4874638524,1064392.7344293648,1071965.1781494615,1078795.8159458172,7.0
1988,11231,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Kings County,881484.280293561,882285.252366099,878674.5547338594,878175.418216648,880657.7838325418,885860.7350417959,889593.7165904614,891517.8512053721,897285.7376628347,906082.0396034728,918734.28752455,933473.778135486,948251.9729123672,962513.706485776,971159.4652475236,978998.1781709464,984931.6449056373,992017.0852600102,994253.359349558,995523.9658288114,1007979.4975733788,1032916.5440083469,1061832.4127576335,1081595.539238587,1094978.765544722,1109027.9606476289,1121212.2005816058,1137329.804277459,1155285.878309539,1171299.4125483772,1180384.69376234,1183922.5403136068,1194535.0504582075,1212787.3492724104,1239895.4979904194,1266654.293010244,1284342.6973765704,1288725.2984371742,1285823.3682231398,1282155.1485534208,1281642.7889460886,1281496.6477160102,1281188.2990730044,1281461.689993806,1286815.5047329888,1298846.1874975718,1313686.0557692794,1324113.4708314382,1328363.7158849416,1331410.640723293,1336728.3558866088,1346353.3473182027,1351855.9078250907,1352639.1370095378,1346575.0239612097,1336270.675218195,1322463.1285342649,1311697.63638127,1309448.0313608164,1317312.154598005,1324121.4760680816,1329411.7362726878,1330329.2290736595,1334608.387633898,1333955.478060309,1332379.272885741,1330148.785369794,1330608.5964878693,1323920.604499199,1308016.3982285487,1282778.6996734976,1262120.6890889185,1249838.444683805,1248279.849787538,1249016.353463961,1250652.258698664,1253089.0181967274,1253367.329356854,1253372.0728777896,1254614.810593779,1258370.8245115096,1260704.037507173,1258858.766900689,1258515.245973538,1262560.3406365772,1268528.049532044,1271660.8634261033,1269466.217864143,1269595.5028016262,1277741.0938833926,1293976.2700016566,1309992.9841541464,1318676.4186149023,1323112.66041342,1326864.5598799044,1330470.600445816,1329133.3892657815,1322438.7968124952,1314935.332052864,1310089.0565868227,1306246.659009752,1299729.567858728,1286918.0121279545,1270332.3063711317,1256656.9193923909,1245037.7998477055,1235350.0804393643,1225698.7122254595,1220403.5213264686,1221815.0954909923,1226457.982517473,1233340.0831674137,1243226.416425961,1253299.9076741578,1266152.7125495146,1276435.7082761547,1285804.1126052064,1300183.8496778498,1318097.130970198,1333733.8176443756,1338664.921325856,1342177.6128387842,1349850.7473958556,1359390.8565806511,1363999.3806262254,1368324.311294143,1369297.8566625307,1368907.184221187,1363639.6093772554,1364312.964554787,1365815.8409515636,1374997.1159276722,1373027.9973064887,1359195.0893148584,1327285.0440169198,1306161.5570765208,1303709.958085085,1312665.0824742443,1320117.8487608798,1322890.9601444274,1322614.055330081,11.0
2055,11379,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,309462.5487412186,309073.13591292646,306944.7156613197,303839.37118627474,302698.33924304653,304597.77735327766,308004.07334718184,310320.11081308144,311400.101613312,312194.798113809,313581.6950170956,315172.9730841017,316050.86406305555,316940.39912801463,316862.5186284382,318157.5483468012,318897.8740772685,322170.1863045898,326274.5988820626,329689.3282475425,332528.6614703993,334075.52356705203,337808.18154577777,340071.5475468179,341074.8404360088,341388.4940770275,342114.1254056177,344700.4827262248,346851.5428997109,348816.4750702511,351079.0141640872,352834.97453398345,355978.83646768844,359335.5385364991,364331.3394131768,366930.5286204839,366387.1045038697,363260.849188744,361168.0130881861,360790.9459246618,361144.2612416567,361115.45828707487,361481.9757583381,362513.3436887648,364636.5349847748,367974.7501335537,373228.07968473854,378663.2793072358,382715.7702744208,385822.72754807706,388524.6787490444,392041.8724009411,394466.5449083452,398222.0882807288,400365.53370872646,403136.0664995951,404732.8395420438,407755.5191961821,410848.0049269575,415172.6111077424,418406.1972020402,421617.6582773223,424364.7581578588,427909.8828976758,429973.0786219661,430027.35772609786,429695.3103468562,430305.9862609761,431992.09489743406,433723.9532060122,434568.6262768412,433763.5216234569,434466.6306879558,437475.25531288114,442089.63705446414,445456.3606298536,447386.4740129004,449446.62745468464,451197.6187825537,454068.5347127696,456209.2328752149,457652.39941247454,457512.9172271064,457780.1579650023,463645.2604264485,472768.23938761,484353.8164449308,493316.3242013284,500766.633477895,508278.10943752114,514966.3896774219,520272.35388391465,522160.1346585878,523586.3232006456,525045.1247963264,526309.7089030127,523536.65290609485,519201.5666920954,513776.5669798683,509175.1025312369,506350.0941771911,503449.3312690077,500620.5538434679,495505.7181972102,490373.5327258503,485848.4262752922,483044.8526874909,481942.3997331252,482080.4873499311,481768.0412495057,480202.63602697547,478304.635367068,479515.09960218734,482109.1378633944,484153.8103578083,483491.3020535712,482053.2495352027,483153.2721784667,486559.2676483674,490714.5986927307,492780.9196865119,492134.73422269616,490708.0775221312,489385.9026723397,488627.37907747255,489204.953115708,489788.5862212008,490496.5993121587,490900.99022376974,491679.3233490473,491882.9901176132,492245.9398542904,489209.5906993663,484513.8704023695,476988.9718236469,472932.5960241026,471244.2027553922,470984.61869220296,471481.2693411435,471669.1526814986,472164.5575974952,3.0
2080,10301,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Richmond County,352703.3885208633,350864.85539237753,350666.1446035074,351129.67892657337,353428.6461645896,353509.93771089846,355256.0154555502,354871.61262061057,356444.2585023266,355349.8819034286,353159.3857664624,349460.464154562,346024.46629668964,345330.99519365706,346055.8597910208,347649.96038347273,348207.7367208942,346969.81143862166,346074.3213601029,344507.8005508998,343795.76562180935,342790.1705228396,339906.323861728,337653.6165319471,335662.6722017262,337899.0519916617,341522.992877689,344863.7143823926,348019.68910210585,349068.8492661488,351074.35156277753,352120.5496740541,355157.1359691099,356838.3046983937,355619.9578425586,351966.3594844812,349070.5928861091,348075.75451587123,349050.31875935144,349310.45601456444,351875.1197236131,352050.7524574611,353613.5421782746,355187.849474798,359422.57981357205,364351.749885766,367144.2780190489,369862.979162123,371376.84999953787,375315.9030383417,379368.4605711803,383527.5252717437,385209.4521169851,385794.900395989,387597.6500260604,390823.758181609,394573.42631990375,396345.2348039578,397374.6538725902,399671.4106392804,402100.4997662694,408320.3737664153,414176.4082809894,421944.9090996422,425714.3630123749,428064.43731571065,428626.8961799093,431243.9960574036,432150.5537190211,438330.4216635017,444304.9067160525,456086.76101422746,467731.9350581672,474556.6300623743,477547.07219249295,475996.9711094394,478770.8900010479,482475.7312058985,485556.2079012048,487247.3505842025,489552.8842704871,488317.0296606025,482558.9507921096,472634.7807166477,463297.69592205,458487.5921623322,454119.3893775192,451872.97716972,449203.11612539546,448640.593287453,449066.0605217327,448960.8958891972,447372.24284785386,445027.3961048229,444421.1382692398,443283.7938392838,442433.87130106107,440698.0567964517,441318.4037510068,442051.9060802472,442643.39833987015,442959.7716621305,438277.95937347296,430330.54116544017,422210.628631249,417324.3869611898,417171.656085625,416947.95554307575,418423.6193309116,419752.1618951105,423129.3553960283,425863.248042084,428596.8131140007,427242.8662879551,425537.1216779845,421720.9640743125,418131.8526310423,418089.3361021131,421011.3194934993,424397.5989492115,428609.2659175307,432428.5370427897,438531.2708917903,442110.6831831949,443413.2161721094,443666.2549790759,444414.9191083357,446537.80069167446,447847.352543084,448427.1865852037,445995.0854825197,442722.777554674,432135.4336057708,420268.04272021406,408675.4876745439,406552.0368231474,410191.534294347,414741.44659596944,418662.31521838927,421865.0003346051,424757.3624258333,1.0
2128,11364,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,195986.27442012355,197203.9144191482,199754.19264757555,202359.37138009645,205413.9290756906,208166.8054216008,212194.68099668148,214972.98923623035,216749.37211125484,217342.19205484295,218071.95386695725,219421.1675830361,220771.2053804561,222540.98585294568,222214.05147898747,220392.8589187104,217951.6237185071,218805.26167499652,221518.57494020552,225235.65866938065,229345.5829503096,233407.2492933144,237685.79590022808,239471.58004919105,240659.8173374979,239900.9930102902,240794.54731716303,242260.7781285277,245768.77540571275,249605.751343744,252382.02452336976,254238.3780091595,253968.95982347568,254148.31834513167,255280.79546958665,256093.48107741223,255773.6411424196,253160.54344378147,253113.03990649135,255235.81367201623,259168.32163872052,260938.3630500701,261661.32349622712,264924.0264000329,269580.5465593558,274298.24626033567,276784.8483397201,279911.79430121573,282100.02274736046,282025.789057119,280096.38558429753,279051.456381304,279340.9007150405,280097.42185888445,280439.63277267426,281247.5859514022,281157.0939439789,280488.005266791,280181.4686284324,281825.17301768856,285009.186647253,289089.5599211531,291408.3192813317,294156.5072635308,294849.0614136706,295471.5297964153,294681.1270601838,294253.9080709673,293561.3334615912,295545.60484743066,298316.7005896906,302482.12927410327,306732.6592791605,309990.94361304765,313217.6486595017,314900.6017411908,316047.9162750354,315556.35382470133,316079.7020501028,317353.2039005574,321811.48405722127,323381.1493511804,323676.9373836606,321110.1862548571,319566.8157632393,319171.4618824942,319173.039927397,318924.47486763675,317975.21766023274,317878.216812244,317853.1567405314,318015.1495798291,316466.21621340426,314775.5197489762,315642.4240337729,316721.9362542232,318789.1166769338,319068.8648363084,319784.6861140121,320888.9012909993,322966.13286504947,325357.46363798686,326011.7934756324,324859.9428175896,323976.4082409741,324163.11998513195,324977.6204365475,326604.28407822084,328798.8906769238,332843.6913109201,337412.62923888024,339735.7379482713,340214.48359333194,337628.9634855128,336093.31424930826,333647.2503508588,331712.1909149129,329799.87787086,328487.65589213144,327745.693102698,328430.623254302,332199.26624249766,337986.09217366425,342942.1082889018,345343.81235830707,346943.5417447784,347255.09702172846,345014.6228884794,341272.1353089893,337936.7463287804,335680.61072246387,332086.4795111905,329548.2315521264,328538.21584413655,329143.2922650809,327407.3631707318,322979.2990539593,316708.7955520388,312752.8974379432,313513.3228258122,316170.3553345788,3.0
2134,11106,NY,New York,"New York-Newark-Jersey City, NY-NJ-PA",Queens County,290011.299260732,288750.53642255475,286638.9085216161,284733.89615914697,283443.6357216074,284096.65883853106,286773.4124953564,288843.3500370334,290002.9372966784,290482.012712798,292067.57103798544,293782.9190556896,295927.6543999997,299734.01927344286,303015.5675882888,305216.3679832364,305033.7148648274,307707.8051106752,311846.5982702722,316108.1411747951,319684.3627684512,323542.3023437635,328268.7880385124,330333.8135791125,331083.27188789,332013.7283098285,333892.4911576473,335632.9716611462,336677.3525551358,337106.1886907423,337517.50831193576,337114.98527381703,337912.0240743922,340490.2342394903,344288.7586533314,347443.2504561648,348319.3041154711,348267.6602728845,348305.5192263008,348472.6934676328,348379.70438166644,347388.16561755014,347592.6598789109,350458.78147223423,356459.3815618023,363992.1324058354,370024.21709183726,375326.3354523999,378881.53017074656,383035.06187335175,387277.8272127148,392486.09602699295,396238.7178917839,398829.294028234,400262.09270856256,402925.2347320405,405494.2512895889,407683.796748502,409421.7746398837,412784.9346441394,416469.0313915727,423753.4368263828,431236.3091008889,442074.2351856629,451841.403411318,460511.6449272574,465549.9935031075,469672.65690321615,474054.064734117,483319.4452261363,493170.18047030736,506035.10361832095,519353.5013428302,531714.5577095356,544220.1066406058,555444.4413246214,567104.0807454688,575552.7259985529,582673.6172692277,590199.9703809539,599012.6675771453,605903.1495673723,607822.7642161743,605592.2630400284,602801.1137919888,603333.1937187886,604863.0131945099,605388.5911671033,606155.0307949275,608262.3261544836,613051.1956838821,616968.221812714,617883.5990663738,617241.3555235645,620930.0954398263,626222.6689144442,632668.9893246656,636184.891062687,639426.2090994781,643262.0695655143,647524.22903803,652453.9401097697,654078.5976853621,653338.9986581885,654698.7292085243,658573.9115415908,661546.7042889862,664346.6811469899,665161.4812971813,670692.6499515044,675951.4366283483,678270.4379548706,677301.211935964,673245.0351327712,676565.8577485761,683225.7547360746,693067.4656487604,702023.6836073532,710512.6855021209,715944.8314569021,719450.808677402,722046.3705874518,728847.9158975817,735775.44896155,740732.0801199368,742660.066577813,743605.0735911113,739853.9415722309,734045.1289178766,725443.1205913979,720459.760278036,708899.6306438356,699413.4607152803,693563.9505211489,694804.2635446884,684546.6434682049,662193.6409742495,633340.7316594301,611982.759757348,595155.1601636504,582911.5061179869,2.0
